pais_residencia,nomprov,ind_empleado,segmento,sexo,age_group,renta
ES,JAEN,N,02 - PARTICULARES,H,5,67653.45
ES,JAEN,N,02 - PARTICULARES,H,6,74600.52
ES,JAEN,N,02 - PARTICULARES,V,0,65032.08
ES,JAEN,N,02 - PARTICULARES,V,1,64469.7
ES,JAEN,N,02 - PARTICULARES,V,2,68350.29
ES,JAEN,N,02 - PARTICULARES,V,3,60579.99
ES,JAEN,N,02 - PARTICULARES,V,4,69382.38
ES,JAEN,N,02 - PARTICULARES,V,5,75054.48
ES,JAEN,N,02 - PARTICULARES,V,6,74606.19
ES,JAEN,N,03 - UNIVERSITARIO,H,0,63209.58
ES,JAEN,N,03 - UNIVERSITARIO,H,1,62729.61
ES,JAEN,N,03 - UNIVERSITARIO,H,2,62566.68
ES,JAEN,N,03 - UNIVERSITARIO,H,3,67750.89
ES,JAEN,N,03 - UNIVERSITARIO,H,4,63990.78
ES,JAEN,N,03 - UNIVERSITARIO,V,0,73288.74
ES,JAEN,N,03 - UNIVERSITARIO,V,1,63797.34
ES,JAEN,N,03 - UNIVERSITARIO,V,2,67591.26
ES,JAEN,N,03 - UNIVERSITARIO,V,3,63736.65
ES,JAEN,N,03 - UNIVERSITARIO,V,4,66054.45
ES,JAEN,N,03 - UNIVERSITARIO,V,5,62869.11
ES,LEON,F,02 - PARTICULARES,H,4,51684.24
ES,LEON,F,02 - PARTICULARES,H,5,51684.24
ES,LEON,N,01 - TOP,H,2,56188.89
ES,LEON,N,01 - TOP,H,3,126375.06
ES,LEON,N,01 - TOP,H,4,90850.23
ES,LEON,N,01 - TOP,H,5,105375.18
ES,LEON,N,01 - TOP,H,6,102626.55
ES,LEON,N,01 - TOP,V,0,287449.56
ES,LEON,N,01 - TOP,V,1,79066.35
ES,LEON,N,01 - TOP,V,2,64553.58
ES,LEON,N,01 - TOP,V,3,110917.89
ES,LEON,N,01 - TOP,V,4,111273.03
ES,LEON,N,01 - TOP,V,5,111329.25
ES,LEON,N,01 - TOP,V,6,106556.28
ES,LEON,N,02 - PARTICULARES,H,0,90080.25
ES,LEON,N,02 - PARTICULARES,H,1,72316.83
ES,LEON,N,02 - PARTICULARES,H,2,75628.2
ES,LEON,N,02 - PARTICULARES,H,3,73112.82
ES,LEON,N,02 - PARTICULARES,H,4,84667.14
ES,LEON,N,02 - PARTICULARES,H,5,88430.19
ES,LEON,N,02 - PARTICULARES,H,6,95338.26
ES,LEON,N,02 - PARTICULARES,V,0,72106.35
ES,LEON,N,02 - PARTICULARES,V,1,71670.96
ES,LEON,N,02 - PARTICULARES,V,2,69922.71
ES,LEON,N,02 - PARTICULARES,V,3,76930.23
ES,LEON,N,02 - PARTICULARES,V,4,82033.44
ES,LEON,N,02 - PARTICULARES,V,5,85707.03
ES,LEON,N,02 - PARTICULARES,V,6,95033.64
ES,LEON,N,03 - UNIVERSITARIO,H,0,71910.12
ES,LEON,N,03 - UNIVERSITARIO,H,1,70207.41
ES,LEON,N,03 - UNIVERSITARIO,H,2,65856.6
ES,LEON,N,03 - UNIVERSITARIO,H,3,73528.02
ES,LEON,N,03 - UNIVERSITARIO,H,4,71575.89
ES,LEON,N,03 - UNIVERSITARIO,H,5,130328.07
ES,LEON,N,03 - UNIVERSITARIO,V,0,70399.29
ES,LEON,N,03 - UNIVERSITARIO,V,1,71296.65
ES,LEON,N,03 - UNIVERSITARIO,V,2,75580.14
ES,LEON,N,03 - UNIVERSITARIO,V,3,96002.52
ES,LEON,N,03 - UNIVERSITARIO,V,4,73638.42
ES,LEON,N,03 - UNIVERSITARIO,V,5,73122.15
ES,LERIDA,N,01 - TOP,H,3,76082.58
ES,LERIDA,N,01 - TOP,H,4,67586.07
ES,LERIDA,N,01 - TOP,H,5,67586.07
ES,LERIDA,N,01 - TOP,H,6,129577.5
ES,LERIDA,N,01 - TOP,V,3,75123.12
ES,LERIDA,N,01 - TOP,V,4,62430.315
ES,LERIDA,N,01 - TOP,V,5,59754.39
ES,LERIDA,N,01 - TOP,V,6,89608.77
ES,LERIDA,N,02 - PARTICULARES,H,0,47747.28
ES,LERIDA,N,02 - PARTICULARES,H,1,63243.54
ES,LERIDA,N,02 - PARTICULARES,H,2,49067.85
ES,LERIDA,N,02 - PARTICULARES,H,3,51834.12
ES,LERIDA,N,02 - PARTICULARES,H,4,65653.83
ES,LERIDA,N,02 - PARTICULARES,H,5,69426.18
ES,LERIDA,N,02 - PARTICULARES,H,6,73095.99
ES,LERIDA,N,02 - PARTICULARES,V,0,55557.39
ES,LERIDA,N,02 - PARTICULARES,V,1,58757.295
ES,LERIDA,N,02 - PARTICULARES,V,2,62654.04
ES,LERIDA,N,02 - PARTICULARES,V,3,59469.21
ES,LERIDA,N,02 - PARTICULARES,V,4,61633.23
ES,LERIDA,N,02 - PARTICULARES,V,5,61279.14
ES,LERIDA,N,02 - PARTICULARES,V,6,75459.57
ES,LERIDA,N,03 - UNIVERSITARIO,H,0,64490.04
ES,LERIDA,N,03 - UNIVERSITARIO,H,1,63610.14
ES,LERIDA,N,03 - UNIVERSITARIO,H,2,57819.45
ES,LERIDA,N,03 - UNIVERSITARIO,H,3,44038.98
ES,LERIDA,N,03 - UNIVERSITARIO,H,4,63355.41
ES,LERIDA,N,03 - UNIVERSITARIO,V,0,68530.26
ES,LERIDA,N,03 - UNIVERSITARIO,V,1,70031.34
ES,LERIDA,N,03 - UNIVERSITARIO,V,2,57023.91
ES,LERIDA,N,03 - UNIVERSITARIO,V,3,54927.45
ES,LERIDA,N,03 - UNIVERSITARIO,V,4,68613.24
ES,LERIDA,N,03 - UNIVERSITARIO,V,5,48315.69
ES,LUGO,N,01 - TOP,H,3,51077.19
ES,LUGO,N,01 - TOP,H,4,58818.15
ES,LUGO,N,01 - TOP,H,5,58818.15
ES,LUGO,N,01 - TOP,H,6,54137.76
ES,LUGO,N,01 - TOP,V,3,74601.75
ES,LUGO,N,01 - TOP,V,4,73411.59
ES,LUGO,N,01 - TOP,V,5,72693.36
ES,LUGO,N,01 - TOP,V,6,196901.79
ES,LUGO,N,02 - PARTICULARES,H,0,51296.94
ES,LUGO,N,02 - PARTICULARES,H,1,68981.61
ES,LUGO,N,02 - PARTICULARES,H,2,46498.98
ES,LUGO,N,02 - PARTICULARES,H,3,65289.87
ES,LUGO,N,02 - PARTICULARES,H,4,66475.32
ES,LUGO,N,02 - PARTICULARES,H,5,64475.7
ES,LUGO,N,02 - PARTICULARES,H,6,65892.12
ES,LUGO,N,02 - PARTICULARES,V,0,65028.81
ES,LUGO,N,02 - PARTICULARES,V,1,64454.46
ES,LUGO,N,02 - PARTICULARES,V,2,55254.39
ES,LUGO,N,02 - PARTICULARES,V,3,61153.68
ES,LUGO,N,02 - PARTICULARES,V,4,64188.75
ES,LUGO,N,02 - PARTICULARES,V,5,61457.31
ES,LUGO,N,02 - PARTICULARES,V,6,65436.18
ES,LUGO,N,03 - UNIVERSITARIO,H,0,66146.61
ES,LUGO,N,03 - UNIVERSITARIO,H,1,64013.13
ES,LUGO,N,03 - UNIVERSITARIO,H,2,59134.65
ES,LUGO,N,03 - UNIVERSITARIO,H,3,59972.31
ES,LUGO,N,03 - UNIVERSITARIO,H,4,64645.92
ES,LUGO,N,03 - UNIVERSITARIO,V,0,64874.07
ES,LUGO,N,03 - UNIVERSITARIO,V,1,63777.0
ES,LUGO,N,03 - UNIVERSITARIO,V,2,65592.03
ES,LUGO,N,03 - UNIVERSITARIO,V,3,64387.8
ES,LUGO,N,03 - UNIVERSITARIO,V,4,64858.44
ES,MADRID,A,01 - TOP,H,4,141217.65
ES,MADRID,A,01 - TOP,H,5,288597.27
ES,MADRID,A,01 - TOP,V,4,179785.68
ES,MADRID,A,01 - TOP,V,5,216013.5
ES,MADRID,A,01 - TOP,V,6,175450.05
ES,MADRID,A,02 - PARTICULARES,H,3,162569.94
ES,MADRID,A,02 - PARTICULARES,H,4,143440.53
ES,MADRID,A,02 - PARTICULARES,H,5,147330.12
ES,MADRID,A,02 - PARTICULARES,H,6,71075.28
ES,MADRID,A,02 - PARTICULARES,V,3,154738.29
ES,MADRID,A,02 - PARTICULARES,V,4,134720.16
ES,MADRID,A,02 - PARTICULARES,V,5,245889.015
ES,MADRID,A,02 - PARTICULARES,V,6,71461.2
ES,MADRID,B,01 - TOP,H,3,335290.11
ES,MADRID,B,01 - TOP,H,4,171595.56
ES,MADRID,B,01 - TOP,H,5,241636.41
ES,MADRID,B,01 - TOP,H,6,444287.28
ES,MADRID,B,01 - TOP,V,4,200962.35
ES,MADRID,B,01 - TOP,V,5,305260.56
ES,MADRID,B,01 - TOP,V,6,231279.765
ES,MADRID,B,02 - PARTICULARES,H,3,99711.165
ES,MADRID,B,02 - PARTICULARES,H,4,167791.32
ES,MADRID,B,02 - PARTICULARES,H,5,239019.96
ES,MADRID,B,02 - PARTICULARES,H,6,380140.305
ES,MADRID,B,02 - PARTICULARES,V,4,157929.66
ES,MADRID,B,02 - PARTICULARES,V,5,202125.27
ES,MADRID,B,02 - PARTICULARES,V,6,212136.9
ES,MADRID,F,01 - TOP,H,4,143215.29
ES,MADRID,F,01 - TOP,H,5,176645.28
ES,MADRID,F,01 - TOP,H,6,430477.41
ES,MADRID,F,01 - TOP,V,4,168714.36
ES,MADRID,F,01 - TOP,V,5,191298.66
ES,MADRID,F,01 - TOP,V,6,319263.51
ES,MADRID,F,02 - PARTICULARES,H,4,140022.39
ES,MADRID,F,02 - PARTICULARES,H,5,183599.4
ES,MADRID,F,02 - PARTICULARES,H,6,94412.88
ES,MADRID,F,02 - PARTICULARES,V,3,97674.18
ES,MADRID,F,02 - PARTICULARES,V,4,155616.3
ES,MADRID,F,02 - PARTICULARES,V,5,182684.28
ES,MADRID,F,02 - PARTICULARES,V,6,224813.61
ES,MADRID,N,01 - TOP,H,0,211274.49
ES,MADRID,N,01 - TOP,H,1,211274.49
ES,MADRID,N,01 - TOP,H,2,203552.22
ES,MADRID,N,01 - TOP,H,3,151913.7
ES,MADRID,N,01 - TOP,H,4,163020.99
ES,MADRID,N,01 - TOP,H,5,172852.62
ES,MADRID,N,01 - TOP,H,6,163302.18
ES,MADRID,N,01 - TOP,V,0,127400.58
ES,MADRID,N,01 - TOP,V,1,144841.68
ES,MADRID,N,01 - TOP,V,2,132882.09
ES,MADRID,N,01 - TOP,V,3,146277.24
ES,MADRID,N,01 - TOP,V,4,158173.44
ES,MADRID,N,01 - TOP,V,5,163604.1
ES,MADRID,N,01 - TOP,V,6,171839.355
ES,MADRID,N,02 - PARTICULARES,H,0,142544.67
ES,MADRID,N,02 - PARTICULARES,H,1,144232.11
ES,MADRID,N,02 - PARTICULARES,H,2,122261.79
ES,MADRID,N,02 - PARTICULARES,H,3,119946.33
ES,MADRID,N,02 - PARTICULARES,H,4,135757.335
ES,MADRID,N,02 - PARTICULARES,H,5,148247.76
ES,MADRID,N,02 - PARTICULARES,H,6,148511.28
ES,MADRID,N,02 - PARTICULARES,NA,4,239719.71
ES,MADRID,N,02 - PARTICULARES,NA,6,89991.42
ES,MADRID,N,02 - PARTICULARES,V,0,146310.33
ES,MADRID,N,02 - PARTICULARES,V,1,144592.77
ES,MADRID,N,02 - PARTICULARES,V,2,116519.07
ES,MADRID,N,02 - PARTICULARES,V,3,119682.09
ES,MADRID,N,02 - PARTICULARES,V,4,133422.75
ES,MADRID,N,02 - PARTICULARES,V,5,145012.59
ES,MADRID,N,02 - PARTICULARES,V,6,151079.82
ES,MADRID,N,03 - UNIVERSITARIO,H,0,141169.74
ES,MADRID,N,03 - UNIVERSITARIO,H,1,135535.11
ES,MADRID,N,03 - UNIVERSITARIO,H,2,127787.64
ES,MADRID,N,03 - UNIVERSITARIO,H,3,126343.77
ES,MADRID,N,03 - UNIVERSITARIO,H,4,141050.25
ES,MADRID,N,03 - UNIVERSITARIO,H,5,154915.92
ES,MADRID,N,03 - UNIVERSITARIO,H,6,260824.35
ES,MADRID,N,03 - UNIVERSITARIO,V,0,149586.27
ES,MADRID,N,03 - UNIVERSITARIO,V,1,146628.48
ES,MADRID,N,03 - UNIVERSITARIO,V,2,133996.83
ES,MADRID,N,03 - UNIVERSITARIO,V,3,130214.07
ES,MADRID,N,03 - UNIVERSITARIO,V,4,148955.4
ES,MADRID,N,03 - UNIVERSITARIO,V,5,155813.46
ES,MADRID,N,03 - UNIVERSITARIO,V,6,198087.165
ES,MADRID,S,01 - TOP,H,3,87798.24
ES,MADRID,S,02 - PARTICULARES,H,3,87798.24
ES,MADRID,S,02 - PARTICULARES,H,4,87798.24
ES,MALAGA,N,01 - TOP,H,0,159352.86
ES,MALAGA,N,01 - TOP,H,1,113914.89
ES,MALAGA,N,01 - TOP,H,3,83386.08
ES,MALAGA,N,01 - TOP,H,4,108550.59
ES,MALAGA,N,01 - TOP,H,5,97425.87
ES,MALAGA,N,01 - TOP,H,6,110761.53
ES,MALAGA,N,01 - TOP,V,0,101176.5
ES,MALAGA,N,01 - TOP,V,2,490267.98
ES,MALAGA,N,01 - TOP,V,3,97301.865
ES,MALAGA,N,01 - TOP,V,4,120231.075
ES,MALAGA,N,01 - TOP,V,5,117993.48
ES,MALAGA,N,01 - TOP,V,6,124424.76
ES,MALAGA,N,02 - PARTICULARES,H,0,89649.27
ES,MALAGA,N,02 - PARTICULARES,H,1,103655.34
ES,MALAGA,N,02 - PARTICULARES,H,2,79462.44
ES,MALAGA,N,02 - PARTICULARES,H,3,85466.73
ES,MALAGA,N,02 - PARTICULARES,H,4,96033.21
ES,MALAGA,N,02 - PARTICULARES,H,5,107288.94
ES,MALAGA,N,02 - PARTICULARES,H,6,101804.64
ES,MALAGA,N,02 - PARTICULARES,V,0,85451.37
ES,MALAGA,N,02 - PARTICULARES,V,1,89280.18
ES,MALAGA,N,02 - PARTICULARES,V,2,77247.09
ES,MALAGA,N,02 - PARTICULARES,V,3,84316.02
ES,MALAGA,N,02 - PARTICULARES,V,4,96078.42
ES,MALAGA,N,02 - PARTICULARES,V,5,102801.78
ES,MALAGA,N,02 - PARTICULARES,V,6,110463.27
ES,MALAGA,N,03 - UNIVERSITARIO,H,0,94164.03
ES,MALAGA,N,03 - UNIVERSITARIO,H,1,91095.945
ES,MALAGA,N,03 - UNIVERSITARIO,H,2,82084.77
ES,MALAGA,N,03 - UNIVERSITARIO,H,3,85525.62
ES,MALAGA,N,03 - UNIVERSITARIO,H,4,89886.09
ES,MALAGA,N,03 - UNIVERSITARIO,H,5,85363.35
ES,MALAGA,N,03 - UNIVERSITARIO,V,0,99603.06
ES,MALAGA,N,03 - UNIVERSITARIO,V,1,95922.06
ES,MALAGA,N,03 - UNIVERSITARIO,V,2,84893.1
ES,MALAGA,N,03 - UNIVERSITARIO,V,3,90607.77
ES,MALAGA,N,03 - UNIVERSITARIO,V,4,95936.64
ES,MALAGA,N,03 - UNIVERSITARIO,V,5,142747.47
ES,MALAGA,N,03 - UNIVERSITARIO,V,6,104330.085
ES,MELILLA,N,01 - TOP,H,3,81682.26
ES,MELILLA,N,01 - TOP,H,4,97225.2
ES,MELILLA,N,01 - TOP,H,5,97225.2
ES,MELILLA,N,01 - TOP,H,6,161566.53
ES,MELILLA,N,01 - TOP,V,3,90323.31
ES,MELILLA,N,01 - TOP,V,4,112796.04
ES,MELILLA,N,01 - TOP,V,5,99608.97
ES,MELILLA,N,01 - TOP,V,6,143364.75
ES,MELILLA,N,02 - PARTICULARES,H,0,91595.43
ES,MELILLA,N,02 - PARTICULARES,H,1,132538.92
ES,MELILLA,N,02 - PARTICULARES,H,2,152444.835
ES,MELILLA,N,02 - PARTICULARES,H,3,116037.18
ES,MELILLA,N,02 - PARTICULARES,H,4,119536.35
ES,MELILLA,N,02 - PARTICULARES,H,5,153799.2
ES,MELILLA,N,02 - PARTICULARES,H,6,135936.24
ES,MELILLA,N,02 - PARTICULARES,V,0,97997.97
ES,MELILLA,N,02 - PARTICULARES,V,1,116510.79
ES,MELILLA,N,02 - PARTICULARES,V,2,108467.07
ES,MELILLA,N,02 - PARTICULARES,V,3,116469.78
ES,MELILLA,N,02 - PARTICULARES,V,4,114619.41
ES,MELILLA,N,02 - PARTICULARES,V,5,121031.58
ES,MELILLA,N,02 - PARTICULARES,V,6,116142.66
ES,MELILLA,N,03 - UNIVERSITARIO,H,0,113465.34
ES,MELILLA,N,03 - UNIVERSITARIO,H,1,115963.44
ES,MELILLA,N,03 - UNIVERSITARIO,H,2,97662.21
ES,MELILLA,N,03 - UNIVERSITARIO,H,3,108762.84
ES,MELILLA,N,03 - UNIVERSITARIO,H,4,108762.84
ES,MELILLA,N,03 - UNIVERSITARIO,V,0,121031.58
ES,MELILLA,N,03 - UNIVERSITARIO,V,1,116956.11
ES,MELILLA,N,03 - UNIVERSITARIO,V,2,122465.43
ES,MELILLA,N,03 - UNIVERSITARIO,V,3,171071.1
ES,MELILLA,N,03 - UNIVERSITARIO,V,4,121031.58
ES,MURCIA,N,01 - TOP,H,0,87059.91
ES,MURCIA,N,01 - TOP,H,1,87059.91
ES,MURCIA,N,01 - TOP,H,3,71778.51
ES,MURCIA,N,01 - TOP,H,4,71778.51
ES,MURCIA,N,01 - TOP,H,5,101007.06
ES,MURCIA,N,01 - TOP,H,6,68015.1
ES,MURCIA,N,01 - TOP,V,0,118692.75
ES,MURCIA,N,01 - TOP,V,3,86667.09
ES,MURCIA,N,01 - TOP,V,4,78697.62
ES,MURCIA,N,01 - TOP,V,5,87555.3
ES,MURCIA,N,01 - TOP,V,6,86203.2
ES,MURCIA,N,02 - PARTICULARES,H,0,76368.33
ES,MURCIA,N,02 - PARTICULARES,H,1,67371.51
ES,MURCIA,N,02 - PARTICULARES,H,2,61369.11
ES,MURCIA,N,02 - PARTICULARES,H,3,64109.475
ES,MURCIA,N,02 - PARTICULARES,H,4,70102.83
ES,MURCIA,N,02 - PARTICULARES,H,5,71739.75
ES,MURCIA,N,02 - PARTICULARES,H,6,75650.43
ES,MURCIA,N,02 - PARTICULARES,V,0,62381.01
ES,MURCIA,N,02 - PARTICULARES,V,1,64337.16
ES,MURCIA,N,02 - PARTICULARES,V,2,62253.63
ES,MURCIA,N,02 - PARTICULARES,V,3,65411.475
ES,MURCIA,N,02 - PARTICULARES,V,4,69816.24
ES,MURCIA,N,02 - PARTICULARES,V,5,74577.57
ES,MURCIA,N,02 - PARTICULARES,V,6,77133.24
ES,MURCIA,N,03 - UNIVERSITARIO,H,0,67071.84
ES,MURCIA,N,03 - UNIVERSITARIO,H,1,65732.31
ES,MURCIA,N,03 - UNIVERSITARIO,H,2,66615.78
ES,MURCIA,N,03 - UNIVERSITARIO,H,3,62673.0
ES,MURCIA,N,03 - UNIVERSITARIO,H,4,66077.73
ES,MURCIA,N,03 - UNIVERSITARIO,H,6,58404.27
ES,MURCIA,N,03 - UNIVERSITARIO,V,0,66786.18
ES,MURCIA,N,03 - UNIVERSITARIO,V,1,67386.39
ES,MURCIA,N,03 - UNIVERSITARIO,V,2,68083.5
ES,MURCIA,N,03 - UNIVERSITARIO,V,3,68952.66
ES,MURCIA,N,03 - UNIVERSITARIO,V,4,67386.39
ES,MURCIA,N,03 - UNIVERSITARIO,V,5,76684.65
ES,NAVARRA,N,02 - PARTICULARES,H,3,77641.98
ES,NAVARRA,N,02 - PARTICULARES,H,4,96147.9
ES,NAVARRA,N,02 - PARTICULARES,H,5,52428.9
ES,NAVARRA,N,02 - PARTICULARES,H,6,55866.12
ES,NAVARRA,N,02 - PARTICULARES,V,2,135351.66
ES,NAVARRA,N,02 - PARTICULARES,V,3,79257.69
ES,NAVARRA,N,02 - PARTICULARES,V,4,81614.1
ES,NAVARRA,N,03 - UNIVERSITARIO,H,0,70624.575
ES,NAVARRA,N,03 - UNIVERSITARIO,H,1,47413.02
ES,NAVARRA,N,03 - UNIVERSITARIO,H,2,105102.33
ES,NAVARRA,N,03 - UNIVERSITARIO,H,3,47119.77
ES,NAVARRA,N,03 - UNIVERSITARIO,H,4,70624.575
ES,OURENSE,N,01 - TOP,H,3,89596.89
ES,OURENSE,N,01 - TOP,H,4,132140.88
ES,OURENSE,N,01 - TOP,H,5,66600.57
ES,OURENSE,N,01 - TOP,H,6,97563.36
ES,OURENSE,N,01 - TOP,V,3,82057.5
ES,OURENSE,N,01 - TOP,V,4,82057.5
ES,OURENSE,N,01 - TOP,V,5,104929.35
ES,OURENSE,N,01 - TOP,V,6,91695.66
ES,OURENSE,N,02 - PARTICULARES,H,0,69043.05
ES,OURENSE,N,02 - PARTICULARES,H,1,83817.12
ES,OURENSE,N,02 - PARTICULARES,H,2,64605.42
ES,OURENSE,N,02 - PARTICULARES,H,3,74688.81
ES,OURENSE,N,02 - PARTICULARES,H,4,81157.05
ES,OURENSE,N,02 - PARTICULARES,H,5,84986.43
ES,OURENSE,N,02 - PARTICULARES,H,6,81116.13
ES,OURENSE,N,02 - PARTICULARES,V,0,91903.14
ES,OURENSE,N,02 - PARTICULARES,V,1,85623.03
ES,OURENSE,N,02 - PARTICULARES,V,2,78279.15
ES,OURENSE,N,02 - PARTICULARES,V,3,74115.3
ES,OURENSE,N,02 - PARTICULARES,V,4,82536.57
ES,OURENSE,N,02 - PARTICULARES,V,5,85606.53
ES,OURENSE,N,02 - PARTICULARES,V,6,86648.82
ES,OURENSE,N,03 - UNIVERSITARIO,H,0,76325.22
ES,OURENSE,N,03 - UNIVERSITARIO,H,1,76577.16
ES,OURENSE,N,03 - UNIVERSITARIO,H,2,78465.03
ES,OURENSE,N,03 - UNIVERSITARIO,H,3,71108.61
ES,OURENSE,N,03 - UNIVERSITARIO,H,4,76964.94
ES,OURENSE,N,03 - UNIVERSITARIO,H,5,51893.04
ES,OURENSE,N,03 - UNIVERSITARIO,V,0,79518.54
ES,OURENSE,N,03 - UNIVERSITARIO,V,1,78345.03
ES,OURENSE,N,03 - UNIVERSITARIO,V,2,79896.09
ES,OURENSE,N,03 - UNIVERSITARIO,V,3,87356.67
ES,OURENSE,N,03 - UNIVERSITARIO,V,4,79413.96
ES,PALENCIA,N,01 - TOP,H,3,68119.17
ES,PALENCIA,N,01 - TOP,H,4,108066.21
ES,PALENCIA,N,01 - TOP,H,5,103742.34
ES,PALENCIA,N,01 - TOP,H,6,105569.85
ES,PALENCIA,N,01 - TOP,V,2,138532.2
ES,PALENCIA,N,01 - TOP,V,3,95139.84
ES,PALENCIA,N,01 - TOP,V,4,91230.63
ES,PALENCIA,N,01 - TOP,V,5,84623.55
ES,PALENCIA,N,01 - TOP,V,6,94888.32
ES,PALENCIA,N,02 - PARTICULARES,H,0,89574.84
ES,PALENCIA,N,02 - PARTICULARES,H,1,60907.5
ES,PALENCIA,N,02 - PARTICULARES,H,2,96434.55
ES,PALENCIA,N,02 - PARTICULARES,H,3,85197.93
ES,PALENCIA,N,02 - PARTICULARES,H,4,90252.0
ES,PALENCIA,N,02 - PARTICULARES,H,5,96458.58
ES,PALENCIA,N,02 - PARTICULARES,H,6,91230.63
ES,PALENCIA,N,02 - PARTICULARES,V,0,101587.05
ES,PALENCIA,N,02 - PARTICULARES,V,1,88711.53
ES,PALENCIA,N,02 - PARTICULARES,V,2,105688.92
ES,PALENCIA,N,02 - PARTICULARES,V,3,84685.29
ES,PALENCIA,N,02 - PARTICULARES,V,4,88696.47
ES,PALENCIA,N,02 - PARTICULARES,V,5,88648.65
ES,PALENCIA,N,02 - PARTICULARES,V,6,99323.64
ES,PALENCIA,N,03 - UNIVERSITARIO,H,0,86593.08
ES,PALENCIA,N,03 - UNIVERSITARIO,H,1,82774.2
ES,PALENCIA,N,03 - UNIVERSITARIO,H,2,80944.41
ES,PALENCIA,N,03 - UNIVERSITARIO,H,3,88955.7
ES,PALENCIA,N,03 - UNIVERSITARIO,H,4,85238.37
ES,PALENCIA,N,03 - UNIVERSITARIO,V,0,86495.7
ES,PALENCIA,N,03 - UNIVERSITARIO,V,1,83347.38
ES,PALENCIA,N,03 - UNIVERSITARIO,V,2,80516.43
ES,PALENCIA,N,03 - UNIVERSITARIO,V,3,84425.19
ES,PALENCIA,N,03 - UNIVERSITARIO,V,4,83783.82
ES,PALENCIA,N,03 - UNIVERSITARIO,V,5,82384.71
ES,"PALMAS, LAS",B,02 - PARTICULARES,V,4,167642.25
ES,"PALMAS, LAS",B,02 - PARTICULARES,V,5,130903.68
ES,"PALMAS, LAS",N,01 - TOP,H,3,88834.83
ES,"PALMAS, LAS",N,01 - TOP,H,4,94217.25
ES,"PALMAS, LAS",N,01 - TOP,H,5,94217.25
ES,"PALMAS, LAS",N,01 - TOP,H,6,127927.56
ES,"PALMAS, LAS",N,01 - TOP,V,3,116157.9
ES,"PALMAS, LAS",N,01 - TOP,V,4,105715.53
ES,"PALMAS, LAS",N,01 - TOP,V,5,106774.8
ES,"PALMAS, LAS",N,01 - TOP,V,6,116324.85
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,0,74030.67
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,1,84385.26
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,2,68242.26
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,3,77635.38
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,4,81382.17
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,5,84181.8
ES,"PALMAS, LAS",N,02 - PARTICULARES,H,6,93654.99
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,0,66033.06
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,1,75858.63
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,2,67020.06
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,3,78924.42
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,4,81034.02
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,5,81831.51
ES,"PALMAS, LAS",N,02 - PARTICULARES,V,6,94511.97
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,H,0,75831.96
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,H,1,76269.78
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,H,2,76328.07
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,H,3,83599.23
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,H,4,76228.98
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,V,0,81106.2
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,V,1,84168.27
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,V,2,84949.77
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,V,3,84579.36
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,V,4,84357.93
ES,"PALMAS, LAS",N,03 - UNIVERSITARIO,V,5,162024.3
ES,PONTEVEDRA,N,01 - TOP,H,3,96055.62
ES,PONTEVEDRA,N,01 - TOP,H,4,108685.2
ES,PONTEVEDRA,N,01 - TOP,H,5,106823.64
ES,PONTEVEDRA,N,01 - TOP,H,6,120937.98
ES,PONTEVEDRA,N,01 - TOP,V,1,73719.99
ES,PONTEVEDRA,N,01 - TOP,V,2,98123.25
ES,PONTEVEDRA,N,01 - TOP,V,3,86517.24
ES,PONTEVEDRA,N,01 - TOP,V,4,106934.61
ES,PONTEVEDRA,N,01 - TOP,V,5,108377.1
ES,PONTEVEDRA,N,01 - TOP,V,6,120321.39
ES,PONTEVEDRA,N,02 - PARTICULARES,H,0,91294.56
ES,PONTEVEDRA,N,02 - PARTICULARES,H,1,91886.31
ES,PONTEVEDRA,N,02 - PARTICULARES,H,2,74720.79
ES,PONTEVEDRA,N,02 - PARTICULARES,H,3,93864.96
ES,PONTEVEDRA,N,02 - PARTICULARES,H,4,96640.38
ES,PONTEVEDRA,N,02 - PARTICULARES,H,5,102385.23
ES,PONTEVEDRA,N,02 - PARTICULARES,H,6,101377.32
